"t_ms","private_mb","working_mb"
"476692","324.6","331.8"
"476913","326.5","333.5"
"477134","326.5","333.5"
"477357","326.5","333.5"
"477572","326.5","333.5"
"477792","326.5","333.5"
"478017","326.5","333.5"
"478229","326.5","333.5"
"478453","326.5","333.6"
"478664","326.5","333.6"
"478886","326.5","333.5"
"479106","326.5","333.5"
"479327","326.5","333.5"
"479544","326.5","333.5"
"479747","326.7","333.8"
"479964","326.7","333.8"
"480184","326.7","333.8"
"480402","326.7","333.8"
"480609","326.7","333.8"
"480829","326.7","333.8"
"481041","328.4","335.4"
"481259","328.4","335.4"
"481474","328.4","335.4"
"481691","328.4","335.4"
"481909","328.4","335.4"
"482129","328.4","335.4"
"482339","328.4","335.4"
"482561","328.4","335.4"
"482784","328.4","335.4"
"483001","328.4","335.4"
"483214","328.4","335.4"
"483426","328.4","335.4"
"483646","328.6","335.6"
"483866","328.6","335.6"
"484084","328.6","335.6"
"484308","328.6","335.6"
"484517","328.6","335.6"
"484736","330.3","337.3"
"484952","330.3","337.3"
"485173","330.3","337.3"
"485397","330.3","337.3"
"485604","330.3","337.2"
"485825","330.3","337.3"
"486046","330.3","337.3"
"486263","330.3","337.3"
"486482","330.3","337.3"
"486703","330.6","337.5"
"486911","330.6","337.5"
"487130","330.6","337.5"
"487353","330.6","337.5"
"487571","330.6","337.5"
"487791","332.3","339.1"
"487998","332.3","339.1"
"488220","332.3","339.1"
"488441","332.3","339.1"
"488657","332.3","339.2"
"488863","332.3","339.2"
"489082","332.3","339.2"
"489300","332.3","339.2"
"489568","332.2","339.2"
"489790","332.4","339.4"
"490008","332.4","339.4"
"490233","332.4","339.4"
"490455","332.4","339.4"
"490676","332.4","339.4"
"490895","332.4","339.4"
"491117","332.4","339.4"
"491332","332.4","339.4"
"491552","332.4","339.4"
"491775","334.1","341"
"491990","334.1","341"
"492203","334.1","341"
"492423","334.1","341"
"492640","334.1","341"
"492855","334.1","341"
"493076","334.1","341"
"493286","334.1","341"
"493504","334.1","341"
"493714","334.1","341"
"493924","334.1","341"
"494144","334.1","341"
"494362","334.4","341.2"
"494579","334.4","341.2"
"494803","334.4","341.2"
"495009","334.4","341.2"
"495229","336.2","342.6"
"495447","336.2","342.6"
"495666","336.2","342.6"
"495883","336.2","342.7"
"496093","336.2","342.7"
"496311","336.2","342.7"
"496532","336.2","342.7"
"496753","336.2","342.8"
"496965","336.2","342.9"
"497183","336.4","343.1"
"497403","336.5","343.1"
"497623","336.5","343.1"
"497833","336.5","343.1"
"498052","336.4","343.1"
"498271","338.1","344.9"
"498477","338.1","344.9"
"498696","338.1","344.9"
"498909","338.1","344.9"
"499120","338.1","344.9"
"499340","338.1","344.9"
"499560","338.1","344.9"
"499778","338.1","344.9"
"499991","338.4","345"
"500208","338.4","345"
"500420","338.4","345"
"500639","338.4","345"
"500860","338.4","345"
"501080","340.2","346.9"
"501299","340.2","346.9"
"501514","340.2","346.9"
"501734","340.2","346.8"
"501941","340.2","346.9"
"502161","340.2","346.9"
"502379","340.2","346.9"
"502599","340.2","346.9"
"502814","340.2","346.9"
"503038","340.4","347.1"
"503257","340.5","347.1"
"503475","340.5","347.1"
"503685","340.5","347.1"
"503892","342.3","348.9"
"504102","342.3","348.9"
"504317","342.3","348.9"
"504529","342.3","348.9"
"504743","342.3","348.8"
"504965","342.3","348.9"
"505179","342.3","348.9"
"505389","342.3","348.9"
"505608","342.3","348.9"
"505832","342.3","348.9"
"506055","342.5","349.1"
"506268","342.6","349.1"
"506481","342.6","349.1"
"506688","342.6","349.1"
"506906","344.2","350.7"
"507123","344.2","350.7"
"507335","344.2","350.7"
"507546","344.2","350.7"
"507763","344.2","350.7"
"507981","344.2","350.8"
"508203","344.2","350.7"
"508423","344.2","350.7"
"508640","344.2","350.7"
"508853","344.4","350.9"
"509061","344.5","350.9"
"509276","344.5","350.9"
"509483","344.5","350.9"
"509703","344.4","350.9"
"509928","346.2","352.6"
"510140","346.2","352.6"
"510361","346.2","352.6"
"510581","346.2","352.6"
"510803","346.2","352.6"
"511023","346.2","352.6"
"511231","346.2","352.6"
"511448","346.2","352.6"
"511673","346.4","352.8"
"511895","346.4","352.8"
"512115","346.4","352.8"
"512332","346.4","352.8"
"512550","348.1","354.5"
"512771","348.1","354.5"
"512993","348.1","354.5"
"513211","348.1","354.4"
"513423","348.1","354.5"
"513641","348.1","354.5"
"513862","348.1","354.5"
"514087","348.1","354.5"
"514310","348.1","354.5"
"514526","348.1","354.5"
"514750","348.3","354.6"
"514969","348.4","354.7"
"515185","348.3","354.7"
"515403","348.3","354.7"
"515619","348.3","354.7"
"515837","348.3","354.7"
"516060","350","356.5"
"516282","350","356.5"
"516504","350","356.5"
"516724","350","356.5"
"516945","350","356.5"
"517169","350","356.4"
"517384","350","356.4"
"517604","350","356.4"
"517829","350","356.4"
"518055","350","356.4"
"518272","350","356.4"
"518494","350.2","356.5"
"518711","350.3","356.5"
"518929","350.3","356.5"
"519149","350.2","356.5"
"519365","350.2","356.5"
"519580","350.2","356.5"
"519790","352","358.3"
"520009","352","358.3"
"520217","352","358.3"
"520429","352","358.3"
"520644","352","358.3"
"520858","352","358.3"
"521075","352","358.3"
"521283","352","358.3"
"521503","352","358.3"
"521713","352","358.3"
"521932","352","358.3"
"522152","352.2","358.4"
"522369","352.2","358.4"
"522583","352.2","358.4"
"522794","352.2","358.4"
"523014","352.2","358.4"
"523228","352.2","358.4"
"523440","352.3","358.5"
"523655","354","360.2"
"523868","354","360.2"
"524095","354","360.2"
"524319","354","360.2"
"524541","354","360.3"
"524754","354","360.3"
"524972","354","360.3"
"525192","354","360.3"
"525403","354","360.2"
"525624","354","360.2"
"525834","354","360.2"
"526050","354.3","360.4"
"526274","354.3","360.4"
"526488","354.3","360.4"
"526705","354.3","360.4"
"526929","354.3","360.4"
"527148","354.3","360.4"
"527370","354.3","360.4"
"527584","356","362.2"
"527806","356","362.2"
"528013","356","362.2"
"528233","356","362.2"
"528452","356","362.2"
"528673","356","362.2"
"528896","356","362.2"
"529114","356","362.2"
"529332","356","362.2"
"529553","356","362.2"
"529763","356","362.2"
"529985","356.2","362.3"
"530205","356.3","362.3"
"530418","356.2","362.3"
"530638","356.2","362.3"
"530850","356.2","362.3"
"531071","356.2","362.3"
"531287","357.9","364.1"
"531510","357.9","364.1"
"531728","357.9","364.1"
"531949","357.9","364.1"
"532161","357.9","364.1"
"532379","357.9","364.1"
"532602","357.9","364"
"532819","357.9","364"
"533026","357.9","364"
"533249","357.9","364"
"533472","357.9","364"
"533691","357.9","364"
"533909","358.1","364.1"
"534127","358.1","364.1"
"534347","358.2","364.1"
"534565","358.2","364.1"
"534777","358.2","364.1"
"534999","358.2","364.1"
"535213","359.8","366"
"535436","359.8","366"
"535652","359.8","366"
"535873","359.8","366"
"536100","359.8","366"
"536315","359.8","365.9"
"536537","359.8","365.9"
"536757","359.8","365.9"
"536973","359.8","365.9"
"537191","359.8","365.9"
"537406","359.8","365.9"
"537622","360","366"
"537841","360","366"
"538049","360.2","366.2"
"538267","360.4","366.4"
"538488","360.4","366.4"
"538704","360.4","366.4"
"538919","360.4","366.4"
"539140","360.4","366.4"
"539353","362.1","368"
"539567","362.1","368"
"539786","362.1","368"
"540006","362.1","368"
"540217","362.1","368"
"540441","362.1","368"
"540659","362.1","368.1"
"540875","362.1","368.1"
"541095","362.1","368.1"
"541311","362.1","368.1"
"541521","362.1","368.1"
"541741","362.1","368.1"
"541960","362.3","368.3"
"542176","362.3","368.3"
"542401","362.3","368.3"
"542620","362.3","368.3"
"542830","362.3","368.3"
"543048","364","370"
"543266","364","370"
"543492","364","370"
"543713","364","370"
"543932","364","369.9"
"544141","364","369.9"
"544358","364","369.9"
"544581","364","369.9"
"544801","364","369.9"
"545018","364","369.9"
"545228","364","369.9"
"545442","364","369.9"
"545662","364.2","370"
"545882","364.3","370"
"546108","364.3","370"
"546320","364.2","370"
"546542","364.2","370"
"546762","364.2","370"
"546983","365.9","371.7"
"547202","365.9","371.7"
"547415","365.9","371.7"
"547634","365.9","371.7"
"547851","365.9","371.7"
"548075","365.9","371.7"
"548284","365.9","371.9"
"548507","365.9","371.9"
"548728","365.9","371.8"
"548947","365.9","371.8"
"549167","365.9","371.8"
"549393","365.9","371.8"
"549619","365.9","371.8"
"549836","365.9","371.8"
"550050","366.1","372"
"550259","366.1","372"
"550475","366.1","372"
"550686","366.1","372"
"550896","368.5","374.4"
"551116","368.5","374.4"
"551330","368.5","374.4"
"551548","368.5","374.4"
"551769","368.5","374.4"
"551980","368.5","374.4"
"552204","368.5","374.4"
"552421","368.5","374.4"
"552635","368.5","374.3"
"552855","368.5","374.3"
"553074","368.5","374.3"
"553292","368.5","374.3"
"553506","368.5","374.3"
"553726","368.5","374.4"
"553946","368.5","374.4"
"554167","368.5","374.4"
"554385","368.5","374.4"
"554604","369.5","375"
"554816","369.5","375"
"555034","369.5","375"
"555254","369.5","375"
"555474","369.5","375"
"555694","369.5","374.9"
"555904","369.5","374.9"
"556124","369.5","375"
"556342","369.5","375.3"
"556558","369.5","375.3"
"556781","369.6","375.4"
"556994","369.9","375.6"
"557211","370.1","375.8"
"557431","370.1","375.8"
"557638","370.1","375.8"
"557859","370.1","375.8"
"558080","370.1","375.8"
"558296","371.8","377.5"
"558514","371.8","377.5"
"558731","371.8","377.5"
"558939","371.8","377.5"
"559156","371.8","377.5"
"559376","371.8","377.4"
"559597","371.8","377.4"
"559818","371.8","377.5"
"560025","371.8","377.5"
"560240","371.8","377.4"
"560458","371.8","377.4"
"560678","371.8","377.4"
"560898","371.8","377.4"
"561116","372","377.7"
"561333","372","377.7"
"561556","372","377.7"
"561775","372","377.7"
"561998","372","377.7"
"562216","373.7","379.3"
"562424","373.7","379.3"
"562639","373.7","379.3"
"562856","373.7","379.3"
"563071","373.7","379.3"
"563294","373.7","379.3"
"563512","373.7","379.3"
"563728","373.7","379.3"
"563943","373.7","379.3"
"564159","373.7","379.3"
"564379","373.7","379.3"
"564604","373.7","379.3"
"564820","373.7","379.3"
"565038","373.9","379.5"
"565256","373.9","379.6"
"565477","373.9","379.6"
"565694","373.9","379.6"
"565906","373.9","379.6"
"566122","375.8","381.4"
"566333","375.8","381.4"
"566556","375.8","381.4"
"566774","375.8","381.4"
"566994","375.8","381.4"
"567214","375.8","381.4"
"567434","375.8","381.5"
"567652","375.8","381.4"
"567871","375.8","381.4"
"568092","375.8","381.4"
"568313","375.8","381.4"
"568534","376","381.6"
"568753","376","381.6"
"568974","376.1","381.6"
"569191","376.1","381.6"
"569420","376","381.6"
"569642","376","381.6"
"569859","377.9","383.4"
"570080","377.9","383.4"
"570304","377.9","383.4"
"570535","377.9","383.4"
"570743","377.9","383.4"
"570957","377.9","383.4"
"571178","377.9","383.5"
"571397","377.9","383.4"
"571615","377.9","383.4"
"571825","377.9","383.4"
"572036","377.9","383.4"
"572253","377.9","383.4"
"572462","378.1","383.6"
"572667","378.2","383.6"
"572892","378.2","383.6"
"573108","378.2","383.6"
"573323","378.2","383.6"
"573533","379.8","385.3"
"573744","379.8","385.3"
"573963","379.8","385.3"
"574182","379.8","385.3"
"574403","379.8","385.3"
"574623","379.8","385.3"
"574834","379.8","385.3"
"575052","379.8","385.3"
"575271","379.8","385.3"
"575491","379.8","385.3"
"575708","379.8","385.3"
"575932","380","385.5"
"576138","380.1","385.5"
"576357","380","385.5"
"576565","380","385.5"
"576785","380","385.5"
"576997","380","385.5"
"577218","381.7","387.2"
"577440","381.7","387.2"
"577660","381.7","387.2"
"577883","381.7","387.2"
"578098","381.7","387.1"
"578318","381.7","387.2"
"578538","381.7","387.2"
"578754","381.7","387.2"
"578974","381.7","387.2"
"579195","381.7","387.2"
"579412","381.7","387.2"
"579633","382","387.4"
"579841","382","387.4"
"580059","382","387.4"
"580279","382","387.4"
"580497","382","387.4"
"580714","384.4","389.7"
"580930","384.4","389.7"
"581142","384.4","389.7"
"581361","384.4","389.7"
"581584","384.4","389.7"
"581801","384.4","389.7"
"582011","384.4","389.7"
"582225","384.4","389.7"
"582451","384.4","389.7"
"582669","384.4","389.7"
"582888","384.4","389.7"
"583106","384.4","389.7"
"583322","384.4","389.7"
"583544","384.4","389.7"
"583762","384.4","389.7"
"583981","384.4","389.7"
"584188","384.4","389.7"
"584407","385.4","390.3"
"584628","385.4","390.3"
"584846","385.4","390.3"
"585068","385.4","390.3"
"585290","385.4","390.3"
"585508","385.4","390.3"
"585733","385.4","390.3"
"585952","385.4","390.4"
"586161","385.4","390.6"
"586379","385.5","390.8"
"586601","385.7","390.9"
"586825","385.7","390.9"
"587042","385.9","391.1"
"587261","386.1","391.3"
"587477","386.1","391.3"
"587693","386.1","391.3"
"587911","386.1","391.3"
"588131","386.1","391.3"
"588339","387.8","392.9"
"588560","387.8","392.9"
"588781","387.8","392.9"
"589003","387.8","392.9"
"589221","387.8","392.9"
"589442","387.8","392.9"
"589659","387.8","392.9"
"589882","387.8","392.9"
"590103","387.8","392.9"
"590322","387.8","392.9"
"590541","388","393.1"
"590761","388.1","393.1"
"590984","388.1","393.1"
"591204","388.1","393.1"
"591420","388","393.1"
"591638","389.7","394.9"
"591849","389.7","394.9"
"592068","389.7","394.9"
"592276","389.7","394.9"
"592497","389.7","394.9"
"592713","389.7","394.9"
"592934","389.7","394.9"
"593146","389.7","394.8"
"593367","389.7","394.8"
"593588","389.7","394.8"
"593812","389.7","394.8"
"594033","389.9","395"
"594245","389.9","395"
"594457","389.9","395"
"594681","389.9","395"
"594899","389.9","395"
"595117","389.9","395"
"595339","391.6","396.8"
"595550","391.6","396.8"
"595765","391.6","396.8"
"595979","391.6","396.8"
"596200","391.6","396.7"
"596416","391.6","396.7"
"596637","391.6","396.7"
"596858","391.6","396.7"
"597077","391.6","396.7"
"597289","391.6","396.7"
"597506","391.9","396.8"
"597715","391.9","396.9"
"597937","391.9","396.9"
"598155","391.9","396.9"
"598374","391.9","396.9"
"598586","391.9","396.9"
"598795","391.9","396.9"
"599019","393.6","398.6"
"599233","393.6","398.6"
"599453","393.6","398.6"
"599669","393.6","398.6"
"599894","393.6","398.6"
"600114","393.6","398.6"
"600332","393.6","398.6"
"600552","393.6","398.6"
"600772","393.6","398.6"
"600982","393.6","398.6"
"601197","393.6","398.6"
"601416","393.6","398.6"
"601624","393.9","398.7"
"601835","393.9","398.7"
"602044","393.9","398.7"
"602263","393.9","398.7"
"602482","393.9","398.7"
"602691","393.9","398.7"
"602907","395.6","400.5"
"603128","395.6","400.5"
"603346","395.6","400.5"
"603566","395.6","400.5"
"603783","395.6","400.5"
"604003","395.6","400.5"
"604220","395.6","400.5"
"604440","395.6","400.5"
"604658","395.6","400.5"
"604883","395.6","400.5"
"605094","395.6","400.5"
"605314","395.6","400.5"
"605531","395.8","400.6"
"605744","395.9","400.6"
"605957","395.9","400.6"
"606174","395.9","400.6"
"606387","395.8","400.6"
"606605","397.5","402.4"
"606825","397.5","402.4"
"607039","397.5","402.4"
"607251","397.5","402.4"
"607470","397.5","402.4"
"607690","397.5","402.4"
"607904","397.5","402.4"
"608125","397.5","402.4"
"608346","397.5","402.4"
"608565","397.5","402.4"
"608774","397.5","402.4"
"608987","397.5","402.4"
"609208","397.7","402.5"
"609426","397.8","402.5"
"609646","397.8","402.5"
"609857","397.8","402.5"
"610073","397.8","402.5"
"610299","397.8","402.5"
"610515","399.4","404.3"
"610737","399.4","404.3"
"610959","399.4","404.3"
"611180","399.4","404.3"
"611402","399.4","404.3"
"611622","399.4","404.3"
"611839","399.4","404.2"
"612050","399.4","404.2"
"612269","399.4","404.2"
"612482","399.4","404.2"
"612703","399.4","404.2"
"612921","399.6","404.3"
"613138","399.6","404.3"
"613355","399.8","404.5"
"613575","400.1","404.7"
"613794","400.1","404.7"
"614008","400.1","404.7"
"614220","400.1","404.7"
"614431","401.7","406.4"
"614651","401.7","406.4"
"614871","401.7","406.4"
"615087","401.7","406.4"
"615306","401.7","406.3"
"615520","401.7","406.4"
"615740","401.7","406.3"
"615959","401.7","406.3"
"616170","401.7","406.3"
"616390","401.7","406.3"
"616596","401.7","406.3"
"616818","401.9","406.5"
"617029","402","406.5"
"617247","402","406.5"
"617464","401.9","406.5"
"617674","401.9","406.5"
"617894","403.6","408.2"
"618110","403.6","408.2"
"618319","403.6","408.2"
"618539","403.6","408.2"
"618754","403.6","408.2"
"618966","403.6","408.2"
"619178","403.6","408.2"
"619399","403.6","408.2"
"619613","403.6","408.2"
"619829","403.6","408.2"
"620051","403.6","408.2"
"620273","403.9","408.4"
"620494","403.9","408.4"
"620714","403.9","408.4"
"620927","403.9","408.4"
"621146","403.9","408.4"
"621363","403.9","408.4"
"621575","403.9","408.4"
"621794","405.6","410.1"
"622018","405.6","410.1"
"622239","405.6","410.1"
"622450","405.6","410.1"
"622668","405.6","410"
"622892","405.6","410.1"
"623110","405.6","410.1"
"623334","405.6","410.1"
"623551","405.6","410.1"
"623774","405.6","410.1"
"623993","405.6","410.1"
"624211","405.8","410.3"
"624424","405.6","410.3"
"624634","405.9","410.3"
"624850","405.9","410.3"
"625070","405.9","410.3"
"625277","405.9","410.3"
"625497","407.5","412.1"
"625722","407.5","412.1"
"625942","407.5","412.1"
"626160","407.5","412.1"
"626370","407.5","412.1"
"626586","407.5","412"
"626799","407.5","412"
"627016","407.5","412"
"627239","407.5","412"
"627455","407.5","412"
"627674","407.5","412"
"627893","407.5","412"
"628112","407.7","412.2"
"628334","407.7","412.2"
"628543","407.7","412.2"
"628766","407.7","412.2"
"628990","407.7","412.2"
"629206","409.4","413.9"
"629431","409.4","413.9"
"629648","409.4","413.9"
"629866","409.4","413.9"
"630077","409.4","413.9"
"630294","409.4","413.9"
"630517","409.4","413.9"
"630732","409.4","413.9"
"630951","409.4","413.9"
"631171","409.4","413.9"
"631391","409.7","414"
"631610","409.7","414"
"631830","409.7","414"
"632054","409.7","414"
"632275","411.4","415.8"
"632492","411.4","415.8"
"632712","411.4","415.8"
"632932","411.4","415.8"
"633153","411.4","415.8"
"633374","411.4","415.7"
"633587","411.4","415.7"
"633804","411.5","415.8"
"634018","412","416.2"
"634236","412","416.2"
"634449","411.9","416.2"
"634670","413.6","417.8"
"634888","413.6","417.8"
"635106","413.6","417.8"
"635317","413.6","417.8"
"635537","413.6","417.8"
"635754","413.6","418"
"635975","413.6","418"
"636183","413.6","418"
"636393","413.6","418"
"636603","413.9","418.1"
"636813","413.8","418.1"
"637029","413.8","418.1"
"637248","415.5","419.8"
"637459","415.5","419.8"
"637682","415.5","419.8"
"637904","415.5","419.8"
"638115","415.5","419.8"
"638334","415.5","419.8"
"638548","415.5","419.8"
"638767","415.7","419.9"
"638977","415.8","419.9"
"639193","415.8","419.9"
"639402","415.7","419.9"
"639609","417.4","421.7"
"639821","417.4","421.7"
"640041","417.4","421.7"
"640255","417.4","421.7"
"640461","417.4","421.7"
"640683","417.4","421.7"
"640901","417.4","421.7"
"641123","417.4","421.7"
"641337","417.7","421.9"
"641548","417.7","421.9"
"641772","417.7","421.9"
"641986","417.7","421.9"
"642200","419.4","423.7"
"642417","419.4","423.7"
"642635","419.4","423.7"
"642854","419.4","423.7"
"643073","419.4","423.7"
"643296","419.4","423.7"
"643515","419.4","423.7"
"643735","419.6","423.8"
"643952","419.7","423.8"
"644162","419.7","423.8"
"644375","419.6","423.8"
"644600","421.3","425.5"
"644820","421.3","425.5"
"645040","421.3","425.5"
"645259","421.3","425.4"
"645480","421.3","425.5"
"645691","421.3","425.5"
"645912","421.3","425.5"
"646131","421.5","425.7"
"646350","421.5","425.7"
"646570","421.5","425.7"
"646781","421.5","425.7"
"646990","423.2","427.3"
"647206","423.2","427.3"
"647426","423.2","427.3"
"647644","423.2","427.3"
"647857","423.2","427.4"
"648076","423.2","427.4"
"648286","423.2","427.3"
"648502","423.2","427.3"
"648716","423.2","427.3"
"648939","423.2","427.3"
"649165","423.5","427.6"
"649385","423.5","427.6"
"649605","423.5","427.6"
"649814","423.5","427.6"
"650029","423.5","427.6"
"650247","425.2","429.2"
"650466","425.2","429.2"
"650685","425.2","429.2"
"650904","425.2","429.2"
"651116","425.2","429.2"
"651334","425.2","429.2"
"651553","425.2","429.2"
"651772","425.2","429.2"
"651993","425.2","429.2"
"652204","425.2","429.2"
"652428","425.2","429.2"
"652653","425.4","429.4"
"652864","425.5","429.4"
"653080","425.5","429.4"
"653302","425.5","429.4"
"653512","425.4","429.4"
"653734","425.4","429.4"
"653951","427.1","431.2"
"654162","427.1","431.2"
"654381","427.1","431.2"
"654594","427.1","431.2"
"654813","427.1","431.2"
"655030","427.1","431.2"
"655248","427.1","431.1"
"655464","427.1","431.1"
"655683","427.1","431.1"
"655902","427.4","431.2"
"656113","427.3","431.2"
"656325","427.3","431.2"
"656552","429","433.1"
"656771","429","433.1"
"656986","429","433.1"
"657197","429","433.1"
"657418","429","433"
"657638","429","433"
"657859","429","433"
"658077","429","433"
"658297","429.3","433.1"
"658510","429.3","433.1"
"658729","429.3","433.1"
"658943","429.3","433.1"
"659163","431","434.5"
"659373","431","434.5"
"659594","431","434.5"
"659814","431","434.6"
"660034","431","434.6"
"660253","431","434.6"
"660463","431","434.6"
"660674","431","434.9"
"660891","431","434.9"
"661109","431.1","435"
"661322","431.3","435.1"
"661538","431.6","435.3"
"661755","431.6","435.3"
"661966","431.6","435.3"
"662179","431.6","435.3"
"662395","431.6","435.3"
"662611","433.2","437"
"662827","433.2","437"
"663037","433.2","437"
"663259","433.2","437"
"663483","433.2","437"
"663707","433.2","437"
"663922","433.2","437"
"664141","433.2","437"
"664357","433.2","437"
"664566","433.2","437"
"664784","433.4","437.1"
"664997","433.5","437.1"
"665215","433.5","437.1"
"665425","433.4","437.1"
"665644","433.4","437.1"
"665867","435.2","439"
"666078","435.2","439"
"666294","435.2","439"
"666518","435.2","439"
"666735","435.2","439"
"666954","435.2","438.9"
"667174","435.2","438.9"
"667398","435.2","438.9"
"667607","435.2","438.9"
"667821","435.2","438.9"
"668036","435.2","438.9"
"668253","435.2","438.9"
"668464","435.4","439"
"668691","435.4","439"
"668914","435.4","439"
"669134","435.4","439"
"669352","435.4","439"
"669572","437.1","440.8"
"669795","437.1","440.8"
"670016","437","440.8"
"670227","437","440.8"
"670442","437","440.8"
"670657","437","440.8"
"670874","437","440.8"
"671095","437","440.7"
"671312","437","440.7"
"671523","437","440.7"
"671740","437","440.7"
"671957","437","440.7"
"672175","437.2","440.9"
"672396","437.2","440.9"
"672614","437.2","440.9"
"672835","437.2","440.9"
"673057","437.2","440.9"
"673271","439","442.7"
"673493","439","442.7"
"673707","439","442.7"
"673927","439","442.7"
"674145","439","442.6"
"674367","439","442.6"
"674585","439","442.6"
"674794","439","442.6"
"675004","439","442.6"
"675224","439","442.6"
"675443","439","442.6"
"675661","439.2","442.8"
"675881","439.2","442.8"
"676105","439.2","442.8"
"676323","439.2","442.8"
"676554","439.2","442.8"
"676769","440.9","444.5"
"676987","440.9","444.5"
"677195","440.9","444.5"
"677403","440.9","444.5"
"677626","440.9","444.5"
"677844","440.9","444.5"
"678056","440.9","444.5"
"678277","440.9","444.5"
"678495","440.9","444.5"
"678718","440.9","444.5"
"678935","440.9","444.5"
"679155","440.9","444.5"
"679374","441.1","444.6"
"679584","441.2","444.6"
"679803","441.2","444.6"
"680022","441.2","444.6"
"680244","441.2","444.6"
"680462","441.1","444.6"
"680681","442.8","446.4"
"680888","442.8","446.4"
"681096","442.8","446.4"
"681319","442.8","446.4"
"681534","442.8","446.4"
"681750","442.8","446.4"
"681960","442.8","446.4"
"682180","442.8","446.4"
"682395","442.8","446.4"
"682610","442.8","446.3"
"682829","442.8","446.3"
"683043","442.8","446.3"
"683256","442.8","446.3"
"683477","443","446.5"
"683700","443.1","446.5"
"683921","443.1","446.5"
"684139","443.1","446.5"
"684358","443","446.5"
"684576","444.9","448.4"
"684796","444.9","448.4"
"685009","444.9","448.4"
"685230","444.9","448.4"
"685445","444.9","448.4"
"685654","444.9","448.4"
"685867","444.9","448.4"
"686087","444.9","448.4"
"686295","444.9","448.4"
"686505","444.9","448.4"
"686727","444.9","448.4"
"686950","444.9","448.4"
"687167","444.9","448.4"
"687387","445.2","448.6"
"687611","445.2","448.6"
"687832","445.2","448.6"
"688052","445.2","448.6"
"688270","445.2","448.6"
"688483","445.2","448.6"
"688705","446.9","450.3"
"688925","446.9","450.3"
"689138","446.9","450.3"
"689356","446.9","450.3"
"689573","446.9","450.3"
"689792","446.9","450.3"
"690013","446.9","450.3"
"690231","446.9","450.3"
"690450","446.9","450.2"
"690670","446.9","450.2"
"690886","446.9","450.2"
"691104","447.2","450.3"
"691324","447.2","450.3"
"691533","447.1","450.3"
"691741","448.8","452"
"691948","448.8","452"
"692157","448.8","452"
"692375","448.8","452"
"692583","448.8","452.2"
"692798","448.8","452.2"
"693018","448.8","452.2"
"693230","448.8","452.2"
"693448","449.1","452.4"
"693656","449.1","452.4"
"693865","449.1","452.4"
"694088","450.8","454"
"694299","450.8","454"
"694519","450.7","454"
"694736","450.7","454"
"694952","450.7","454"
"695177","450.7","454.1"
"695390","450.7","454"
"695608","450.7","454"
"695827","450.7","454.1"
"696054","450.7","454.1"
"696275","450.7","454.1"
"696490","451","454.2"
"696712","451","454.2"
"696921","451","454.2"
"697139","451","454.2"
"697356","451","454.2"
"697582","451","454.2"
"697801","452.8","456"
"698021","452.8","456"
"698244","452.8","456"
"698461","452.8","456"
"698684","452.8","456"
"698898","452.8","456"
"699119","452.8","456.1"
"699330","452.8","456.1"
"699544","452.8","456"
"699758","452.8","456"
"699970","452.8","456"
"700184","452.8","456"
"700403","452.8","456"
"700615","453","456.2"
"700821","453","456.2"
"701042","453","456.2"
"701261","453","456.2"
"701474","453","456.2"
"701694","454.7","457.9"
"701915","454.7","457.9"
"702135","454.7","457.9"
"702354","454.7","457.9"
"702577","454.7","457.9"
"702792","454.7","457.9"
"702999","454.7","457.9"
"703211","454.7","457.9"
"703433","454.7","457.9"
"703639","454.7","457.9"
"703859","454.7","457.9"
"704085","454.7","457.9"
"704303","455","458.1"
"704510","455","458.1"
"704729","455","458.1"
"704951","455","458.1"
"705172","455","458.1"
"705396","455","458.1"
"705616","456.7","459.8"
"705832","456.7","459.8"
"706053","456.7","459.8"
"706273","456.7","459.8"
"706492","456.7","459.7"
"706706","456.7","459.8"
"706915","456.7","459.8"
"707136","456.7","459.8"
"707353","456.7","459.8"
"707575","456.7","459.8"
"707794","456.7","459.8"
"708016","456.9","459.9"
"708240","456.9","459.9"
"708449","457","459.9"
"708669","456.9","459.9"
"708887","456.9","459.9"
"709102","456.9","459.9"
"709320","456.9","459.9"
"709531","458.8","461.8"
"709742","458.8","461.8"
"709955","458.8","461.8"
"710180","458.8","461.8"
"710406","458.8","461.7"
"710616","458.8","461.8"
"710838","458.8","461.8"
"711059","458.8","461.8"
"711281","458.8","461.8"
"711505","458.8","461.8"
"711717","458.8","461.8"
"711937","459","462"
"712160","459","462"
"712374","459","462"
"712595","459","462"
"712816","459","462"
"713038","460.7","463.6"
"713258","460.7","463.6"
"713466","460.7","463.6"
"713685","460.7","463.6"
"713907","460.7","463.6"
"714120","460.7","463.6"
"714330","460.7","463.7"
"714547","460.7","463.7"
"714766","460.7","463.7"
"714990","460.7","463.7"
"715209","460.7","463.7"
"715429","460.7","463.7"
"715651","460.9","463.8"
"715860","461","463.8"
"716077","461","463.8"
"716293","461","463.8"
"716512","460.9","463.8"
"716729","460.9","463.8"
"716951","462.6","465.5"
"717159","462.6","465.5"
"717376","462.6","465.5"
"717583","462.6","465.5"
"717801","462.6","465.5"
"718019","462.6","465.5"
"718240","462.6","465.5"
"718458","462.6","465.5"
"718678","462.6","465.5"
"718886","462.6","465.5"
"719103","462.8","465.6"
"719324","463","465.7"
"719544","463","465.7"
